fichier,map_bg,famille,groupe,position,variante,largeur_px,hauteur_px,frames_anim,tuiles_animees,frame_length,cases_bloquees,type,nom
g01p07a,g01p07a,guilde (Guild),g01,,a,384,312,1,0,60,1720,JOUABLE,G01P07A
g01p07c,g01p07c,guilde (Guild),g01,,c,384,312,27,1872,10,1720,JOUABLE,G01P07C
g01p08a,g01p08a,guilde (Guild),g01,,a,264,360,1,0,60,1269,JOUABLE,G01P08A
g01p09a,g01p09a,guilde (Guild),g01,,a,432,336,1,0,60,2104,JOUABLE,G01P09A
g01p09c,g01p09c,guilde (Guild),g01,,c,432,336,1,0,60,2104,JOUABLE,G01P09C
g01p10a,g01p10a,guilde (Guild),g01,,a,432,336,3,6,"10,60",2113,JOUABLE,G01P10A
g01p10c,g01p10c,guilde (Guild),g01,,c,432,336,3,6,"10,60",2113,JOUABLE,G01P10C
h01p99a,h01p99a,Hidden/divers,h01,,a,504,384,7,776,"10,60",2625,JOUABLE,H01P99A
h01p99c,h01p99c,Hidden/divers,h01,,c,504,384,6,691,"10,60",2625,JOUABLE,H01P99C
h01p99d,h01p99d,Hidden/divers,h01,,d,504,384,154,3024,10,2624,JOUABLE,H01P99D
h01p99e,h01p99e,Hidden/divers,h01,,e,504,384,10,811,"10,60",2624,JOUABLE,H01P99E
h02p99a,h02p99a,Hidden/divers,h02,,a,528,384,7,700,"10,60",2904,JOUABLE,H02P99A
h02p99c,h02p99c,Hidden/divers,h02,,c,744,384,6,1164,"10,60",4200,JOUABLE,H02P99C
p01p01a,p01p01a,lieux divers (Place),p01,,a,432,456,4,94,"10,60",2118,JOUABLE,P01P01A
p01p02a,p01p02a,lieux divers (Place),p01,,a,432,432,4,30,"10,60",2243,JOUABLE,P01P02A
p01p03a,p01p03a,lieux divers (Place),p01,,a,432,456,4,94,"10,60",2104,JOUABLE,P01P03A
p01p04a,p01p04a,lieux divers (Place),p01,,a,696,456,1,0,60,4233,JOUABLE,P01P04A
p02p01a,p02p01a,lieux divers (Place),p02,,a,504,408,11,120,"10,60",3023,JOUABLE,P02P01A
p03p01a,p03p01a,lieux divers (Place),p03,,a,744,1032,7,3127,"10,60",0,BG (sans collision),P03P01A
p03p02a,p03p02a,lieux divers (Place),p03,,a,744,1032,7,3127,"10,60",0,BG (sans collision),P03P02A
p04p01c,p04p01c,lieux divers (Place),p04,,c,312,912,32,278,"10,60",0,BG (sans collision),P04P01C
p05p01a,p05p01a,lieux divers (Place),p05,,a,408,408,1,0,60,0,BG (sans collision),P05P01A
p05p02a,p05p02a,lieux divers (Place),p05,,a,504,456,1,0,60,3138,JOUABLE,P05P02A
p05p03a,p05p03a,lieux divers (Place),p05,,a,1368,960,1,0,60,0,BG (sans collision),P05P03A
p05p04a,p05p04a,lieux divers (Place),p05,,a,504,384,1,0,60,0,BG (sans collision),P05P04A
p06p01a,p06p01a,lieux divers (Place),p06,,a,600,384,15,32,"10,60",0,BG (sans collision),P06P01A
p07p01a,p07p01a,lieux divers (Place),p07,,a,360,552,1,0,60,0,BG (sans collision),P07P01A
p08p01a,p08p01a,lieux divers (Place),p08,,a,552,552,1,0,60,0,BG (sans collision),P08P01A
p09p01a,p09p01a,lieux divers (Place),p09,,a,600,600,1,0,60,0,BG (sans collision),P09P01A
p10p01a,p10p01a,lieux divers (Place),p10,,a,408,240,17,662,"10,60",0,BG (sans collision),P10P01A
p11p01a,p11p01a,lieux divers (Place),p11,,a,552,600,4,184,"10,60",0,BG (sans collision),P11P01A
p12p01a,p12p01a,lieux divers (Place),p12,,a,624,480,14,292,"10,60",0,BG (sans collision),P12P01A
p12p02a,p12p02a,lieux divers (Place),p12,,a,624,480,1,0,60,0,BG (sans collision),P12P02A
p13p01a,p13p01a,lieux divers (Place),p13,,a,624,480,1,0,60,0,BG (sans collision),P13P01A
p14p01a,p14p01a,lieux divers (Place),p14,,a,600,600,16,106,"10,60",0,BG (sans collision),P14P01A
p15p01a,p15p01a,lieux divers (Place),p15,,a,1440,960,4,102,"10,60",0,BG (sans collision),P15P01A
p16p01a,p16p01a,lieux divers (Place),p16,,a,456,288,1,0,60,1596,JOUABLE,P16P01A
p17p01a,p17p01a,lieux divers (Place),p17,,a,432,288,1,0,60,0,BG (sans collision),P17P01A
p17p02a,p17p02a,lieux divers (Place),p17,,a,504,384,4,5,"10,60",2691,JOUABLE,P17P02A
p17p02c,p17p02c,lieux divers (Place),p17,,c,504,384,4,16,"10,60",0,BG (sans collision),P17P02C
p18p01a,p18p01a,lieux divers (Place),p18,,a,624,288,11,254,"10,60",0,BG (sans collision),P18P01A
p19p01a,p19p01a,lieux divers (Place),p19,,a,456,384,1,0,60,2316,JOUABLE,P19P01A
p19p02a,p19p02a,lieux divers (Place),p19,,a,480,360,1,0,60,2555,JOUABLE,P19P02A
p20p01a,p20p01a,lieux divers (Place),p20,,a,408,408,1,0,60,0,BG (sans collision),P20P01A
p20p02a,p20p02a,lieux divers (Place),p20,,a,408,408,1,0,60,0,BG (sans collision),P20P02A
p20p03a,p20p03a,lieux divers (Place),p20,,a,408,408,1,0,60,0,BG (sans collision),P20P03A
p21p02a,p21p02a,lieux divers (Place),p21,,a,600,312,1,0,60,0,BG (sans collision),P21P02A
p22p01a,p22p01a,lieux divers (Place),p22,,a,408,408,1,0,60,0,BG (sans collision),P22P01A
p23p01a,p23p01a,lieux divers (Place),p23,,a,456,408,1,0,60,0,BG (sans collision),P23P01A
p23p02a,p23p02a,lieux divers (Place),p23,,a,360,480,1,0,60,0,BG (sans collision),P23P02A
p24p01a,p24p01a,lieux divers (Place),p24,,a,456,552,1,0,60,0,BG (sans collision),P24P01A
p25p01a,p25p01a,lieux divers (Place),p25,,a,360,504,1,0,60,0,BG (sans collision),P25P01A
p26p01a,p26p01a,lieux divers (Place),p26,,a,408,408,1,0,60,0,BG (sans collision),P26P01A
p27p01a,p27p01a,lieux divers (Place),p27,,a,360,312,1,0,60,0,BG (sans collision),P27P01A
p28p01a,p28p01a,lieux divers (Place),p28,,a,312,336,14,521,"10,60",0,BG (sans collision),P28P01A
s00p01a,s00p01a,spécial/histoire (Special),s00,,a,264,432,1,0,60,0,BG (sans collision),S00P01A
s01p01a,s01p01a,spécial/histoire (Special),s01,,a,1008,1344,1,0,60,0,BG (sans collision),S01P01A
s01p01b,s01p01b,spécial/histoire (Special),s01,,b,264,192,1,0,60,0,BG (sans collision),S01P01B
s01p02a,s01p02a,spécial/histoire (Special),s01,,a,456,456,10,1117,"10,60",2543,JOUABLE,S01P02A
s01p04a,s01p04a,spécial/histoire (Special),s01,,a,312,240,1,0,60,0,BG (sans collision),S01P04A
s02p01a,s02p01a,spécial/histoire (Special),s02,,a,384,192,63,1152,10,0,BG (sans collision),S02P01A
s03p01a,s03p01a,spécial/histoire (Special),s03,,a,528,384,25,728,"10,60",0,BG (sans collision),S03P01A
s03p02a,s03p02a,spécial/histoire (Special),s03,,a,528,384,1,0,60,0,BG (sans collision),S03P02A
s04p01a,s04p01a,spécial/histoire (Special),s04,,a,264,432,1,0,60,0,BG (sans collision),S04P01A
s05p01a,s05p01a,spécial/histoire (Special),s05,,a,792,384,1,0,60,0,BG (sans collision),S05P01A
s05p02a,s05p02a,spécial/histoire (Special),s05,,a,264,192,1,0,60,0,BG (sans collision),S05P02A
s05p02b,s05p02b,spécial/histoire (Special),s05,,b,264,192,1,0,60,0,BG (sans collision),S05P02B
s05p02c,s05p02c,spécial/histoire (Special),s05,,c,264,192,1,0,60,0,BG (sans collision),S05P02C
s05p02c2,s05p02c2,spécial/histoire (Special),s05,,c2,264,192,1,0,60,0,BG (sans collision),S05P02C2
s05p02c3,s05p02c3,spécial/histoire (Special),s05,,c3,264,192,1,0,60,0,BG (sans collision),S05P02C3
s05p02c4,s05p02c4,spécial/histoire (Special),s05,,c4,264,192,1,0,60,0,BG (sans collision),S05P02C4
s05p02c5,s05p02c5,spécial/histoire (Special),s05,,c5,264,192,1,0,60,0,BG (sans collision),S05P02C5
s05p03a,s05p03a,spécial/histoire (Special),s05,,a,312,720,1,0,60,0,BG (sans collision),S05P03A
s05p04a,s05p04a,spécial/histoire (Special),s05,,a,312,240,32,1066,"10,60",0,BG (sans collision),S05P04A
s05p05a,s05p05a,spécial/histoire (Special),s05,,a,792,768,32,3012,"10,60",0,BG (sans collision),S05P05A
s05p05b,s05p05b,spécial/histoire (Special),s05,,b,792,768,31,3060,"10,60",0,BG (sans collision),S05P05B
s06p01a,s06p01a,spécial/histoire (Special),s06,,a,264,432,1,0,60,0,BG (sans collision),S06P01A
s07p01a,s07p01a,spécial/histoire (Special),s07,,a,264,432,1,0,60,0,BG (sans collision),S07P01A
s07p02a,s07p02a,spécial/histoire (Special),s07,,a,264,432,1,0,60,0,BG (sans collision),S07P02A
s08p01a,s08p01a,spécial/histoire (Special),s08,,a,264,192,1,0,60,0,BG (sans collision),S08P01A
s11p01a,s11p01a,spécial/histoire (Special),s11,,a,264,192,1,0,60,0,BG (sans collision),S11P01A
s11p02a,s11p02a,spécial/histoire (Special),s11,,a,528,192,1,0,60,0,BG (sans collision),S11P02A
s11p02b,s11p02b,spécial/histoire (Special),s11,,b,528,192,1,0,60,0,BG (sans collision),S11P02B
s11p02c2,s11p02c2,spécial/histoire (Special),s11,,c2,528,192,1,0,60,0,BG (sans collision),S11P02C2
s11p02c3,s11p02c3,spécial/histoire (Special),s11,,c3,528,192,1,0,60,0,BG (sans collision),S11P02C3
s11p02c4,s11p02c4,spécial/histoire (Special),s11,,c4,528,192,1,0,60,0,BG (sans collision),S11P02C4
s11p02c5,s11p02c5,spécial/histoire (Special),s11,,c5,528,192,1,0,60,0,BG (sans collision),S11P02C5
s13p01a2,s13p01a2,spécial/histoire (Special),s13,,a2,264,192,32,254,"10,60",0,BG (sans collision),S13P01A2
s13p01a3,s13p01a3,spécial/histoire (Special),s13,,a3,264,192,32,270,"10,60",0,BG (sans collision),S13P01A3
s13p01a4,s13p01a4,spécial/histoire (Special),s13,,a4,264,192,32,270,"10,60",0,BG (sans collision),S13P01A4
s13p01a5,s13p01a5,spécial/histoire (Special),s13,,a5,264,192,32,280,"10,60",0,BG (sans collision),S13P01A5
s13p02a,s13p02a,spécial/histoire (Special),s13,,a,360,576,1,0,60,0,BG (sans collision),S13P02A
s13p03a,s13p03a,spécial/histoire (Special),s13,,a,288,648,14,360,"10,60",0,BG (sans collision),S13P03A
s13p04a,s13p04a,spécial/histoire (Special),s13,,a,528,192,1,0,60,0,BG (sans collision),S13P04A
s13p04b,s13p04b,spécial/histoire (Special),s13,,b,528,192,1,0,60,0,BG (sans collision),S13P04B
s13p05a,s13p05a,spécial/histoire (Special),s13,,a,312,576,16,1570,"10,60",0,BG (sans collision),S13P05A
s13p06a,s13p06a,spécial/histoire (Special),s13,,a,384,384,1,0,60,0,BG (sans collision),S13P06A
s13p07a,s13p07a,spécial/histoire (Special),s13,,a,312,240,8,96,"10,60",0,BG (sans collision),S13P07A
s13p08a,s13p08a,spécial/histoire (Special),s13,,a,312,720,10,709,"10,60",0,BG (sans collision),S13P08A
s13p09a,s13p09a,spécial/histoire (Special),s13,,a,264,576,6,45,"10,60",0,BG (sans collision),S13P09A
s14p01a,s14p01a,spécial/histoire (Special),s14,,a,264,192,1,0,60,0,BG (sans collision),S14P01A
s15p01a,s15p01a,spécial/histoire (Special),s15,,a,384,192,1,0,60,0,BG (sans collision),S15P01A
s15p02a,s15p02a,spécial/histoire (Special),s15,,a,504,336,1,0,60,0,BG (sans collision),S15P02A
s15p03a,s15p03a,spécial/histoire (Special),s15,,a,504,336,1,0,60,0,BG (sans collision),S15P03A
s15p04a,s15p04a,spécial/histoire (Special),s15,,a,504,336,1,0,60,0,BG (sans collision),S15P04A
s15p05a,s15p05a,spécial/histoire (Special),s15,,a,264,192,1,0,60,0,BG (sans collision),S15P05A
s15p05b,s15p05b,spécial/histoire (Special),s15,,b,264,192,1,0,60,0,BG (sans collision),S15P05B
s17p01a,s17p01a,spécial/histoire (Special),s17,,a,528,384,31,728,"10,60",0,BG (sans collision),S17P01A
s17p02a,s17p02a,spécial/histoire (Special),s17,,a,264,192,1,0,60,0,BG (sans collision),S17P02A
s20p01a,s20p01a,spécial/histoire (Special),s20,,a,264,192,1,0,60,0,BG (sans collision),S20P01A
s21p01a,s21p01a,spécial/histoire (Special),s21,,a,528,192,1,0,60,0,BG (sans collision),S21P01A
s99p01a,s99p01a,spécial/histoire (Special),s99,,a,288,384,1,0,60,0,BG (sans collision),S99P01A
s99p01a2,s99p01a2,spécial/histoire (Special),s99,,a2,264,384,1,0,60,0,BG (sans collision),S99P01A2
s99p01a3,s99p01a3,spécial/histoire (Special),s99,,a3,264,384,1,0,60,0,BG (sans collision),S99P01A3
s99p01a4,s99p01a4,spécial/histoire (Special),s99,,a4,264,384,1,0,60,0,BG (sans collision),S99P01A4
s99p01a5,s99p01a5,spécial/histoire (Special),s99,,a5,264,384,1,0,60,0,BG (sans collision),S99P01A5
s99p03a2,s99p03a2,spécial/histoire (Special),s99,,a2,264,384,1,0,60,0,BG (sans collision),S99P03A2
s99p03a3,s99p03a3,spécial/histoire (Special),s99,,a3,264,384,1,0,60,0,BG (sans collision),S99P03A3
s99p03a4,s99p03a4,spécial/histoire (Special),s99,,a4,264,384,1,0,60,0,BG (sans collision),S99P03A4
s99p03a5,s99p03a5,spécial/histoire (Special),s99,,a5,264,384,1,0,60,0,BG (sans collision),S99P03A5
t00p01,t00p01,ville (Town),t00,,,960,720,6,283,"10,60",8682,JOUABLE,T00P01
t00p02,t00p02,ville (Town),t00,,,672,504,4,494,"10,60",7,JOUABLE,T00P02
t00p03,t00p03,ville (Town),t00,,,552,504,4,251,"10,60",0,BG (sans collision),T00P03
t00p04a,t00p04a,ville (Town),t00,,a,480,408,4,42,"10,60",2755,JOUABLE,T00P04A
t01p01a,t01p01a,ville (Town),t01,,a,672,504,4,494,"10,60",3964,JOUABLE,T01P01A
t01p02a,t01p02a,ville (Town),t01,,a,552,504,4,251,"10,60",3481,JOUABLE,T01P02A
t01p03a,t01p03a,ville (Town),t01,,a,504,432,4,77,"10,60",2983,JOUABLE,T01P03A
t01p04a,t01p04a,ville (Town),t01,,a,408,360,4,31,"10,60",2101,JOUABLE,T01P04A
v00p01,v00p01,scène/cinématique (Visual),v00,,,624,240,6,780,"10,60",0,BG (sans collision),V00P01
v00p02,v00p02,scène/cinématique (Visual),v00,,,504,384,6,360,"10,60",0,BG (sans collision),V00P02
v00p03,v00p03,scène/cinématique (Visual),v00,,,312,600,1,0,60,0,BG (sans collision),V00P03
v01p01a,v01p01a,scène/cinématique (Visual),v01,,a,288,216,6,360,"10,60",0,BG (sans collision),V01P01A
v01p02a,v01p02a,scène/cinématique (Visual),v01,,a,576,216,1,0,60,0,BG (sans collision),V01P02A
v01p03a,v01p03a,scène/cinématique (Visual),v01,,a,528,240,4,48,"10,60",0,BG (sans collision),V01P03A
v01p03b,v01p03b,scène/cinématique (Visual),v01,,b,528,240,6,46,"10,60",0,BG (sans collision),V01P03B
v01p03c,v01p03c,scène/cinématique (Visual),v01,,c,528,240,6,46,"10,60",0,BG (sans collision),V01P03C
v01p04b,v01p04b,scène/cinématique (Visual),v01,,b,312,240,14,378,"10,60",0,BG (sans collision),V01P04B
v01p05b,v01p05b,scène/cinématique (Visual),v01,,b,312,240,1,0,60,0,BG (sans collision),V01P05B
v01p06b,v01p06b,scène/cinématique (Visual),v01,,b,312,240,1,0,60,0,BG (sans collision),V01P06B
v01p07b,v01p07b,scène/cinématique (Visual),v01,,b,624,240,21,2340,10,0,BG (sans collision),V01P07B
v01p08b,v01p08b,scène/cinématique (Visual),v01,,b,264,504,13,30,"10,60",0,BG (sans collision),V01P08B
v02p01a,v02p01a,scène/cinématique (Visual),v02,,a,264,192,1,0,60,0,BG (sans collision),V02P01A
v02p02a,v02p02a,scène/cinématique (Visual),v02,,a,312,240,1,0,60,0,BG (sans collision),V02P02A
v02p03a,v02p03a,scène/cinématique (Visual),v02,,a,264,696,1,0,60,0,BG (sans collision),V02P03A
v02p06a,v02p06a,scène/cinématique (Visual),v02,,a,312,240,1,0,60,0,BG (sans collision),V02P06A
v02p07a,v02p07a,scène/cinématique (Visual),v02,,a,312,240,1,0,60,0,BG (sans collision),V02P07A
v02p08a,v02p08a,scène/cinématique (Visual),v02,,a,264,192,1,0,60,0,BG (sans collision),V02P08A
v03p01a,v03p01a,scène/cinématique (Visual),v03,,a,312,240,1,0,60,0,BG (sans collision),V03P01A
v03p02a,v03p02a,scène/cinématique (Visual),v03,,a,312,240,1,0,60,0,BG (sans collision),V03P02A
v03p03a,v03p03a,scène/cinématique (Visual),v03,,a,312,240,1,0,60,0,BG (sans collision),V03P03A
v03p04a,v03p04a,scène/cinématique (Visual),v03,,a,312,240,1,0,60,0,BG (sans collision),V03P04A
v03p05c,v03p05c,scène/cinématique (Visual),v03,,c,312,240,1,0,60,0,BG (sans collision),V03P05C
v03p06a,v03p06a,scène/cinématique (Visual),v03,,a,408,384,1,0,60,0,BG (sans collision),V03P06A
v03p06b,v03p06b,scène/cinématique (Visual),v03,,b,408,384,1,0,60,0,BG (sans collision),V03P06B
v03p07a,v03p07a,scène/cinématique (Visual),v03,,a,312,336,14,521,"10,60",0,BG (sans collision),V03P07A
v03p08a,v03p08a,scène/cinématique (Visual),v03,,a,312,336,20,1072,"10,60",0,BG (sans collision),V03P08A
v03p09a,v03p09a,scène/cinématique (Visual),v03,,a,312,240,1,0,60,0,BG (sans collision),V03P09A
v03p11a,v03p11a,scène/cinématique (Visual),v03,,a,480,408,1,0,60,0,BG (sans collision),V03P11A
v03p12a,v03p12a,scène/cinématique (Visual),v03,,a,624,240,1,0,60,0,BG (sans collision),V03P12A
v03p13a,v03p13a,scène/cinématique (Visual),v03,,a,312,240,1,0,60,0,BG (sans collision),V03P13A
v04p01a,v04p01a,scène/cinématique (Visual),v04,,a,312,432,1,0,60,0,BG (sans collision),V04P01A
v04p02a,v04p02a,scène/cinématique (Visual),v04,,a,312,240,1,0,60,0,BG (sans collision),V04P02A
v04p03a,v04p03a,scène/cinématique (Visual),v04,,a,312,240,1,0,60,0,BG (sans collision),V04P03A
v05p01a,v05p01a,scène/cinématique (Visual),v05,,a,312,240,1,0,60,0,BG (sans collision),V05P01A
v05p02a,v05p02a,scène/cinématique (Visual),v05,,a,312,240,1,0,60,0,BG (sans collision),V05P02A
v05p03a,v05p03a,scène/cinématique (Visual),v05,,a,312,600,1,0,60,0,BG (sans collision),V05P03A
v05p05a,v05p05a,scène/cinématique (Visual),v05,,a,384,192,1,0,60,0,BG (sans collision),V05P05A
v09p01a,v09p01a,scène/cinématique (Visual),v09,,a,312,240,1,0,60,0,BG (sans collision),V09P01A
v09p04a,v09p04a,scène/cinématique (Visual),v09,,a,312,240,3,182,"10,60",0,BG (sans collision),V09P04A
v10p01c,v10p01c,scène/cinématique (Visual),v10,,c,600,240,32,133,"10,60",0,BG (sans collision),V10P01C
v10p03c,v10p03c,scène/cinématique (Visual),v10,,c,312,600,8,517,"10,60",0,BG (sans collision),V10P03C
v12p01a,v12p01a,scène/cinématique (Visual),v12,,a,1248,240,1,0,60,0,BG (sans collision),V12P01A
v13p01a,v13p01a,scène/cinématique (Visual),v13,,a,312,240,1,0,60,0,BG (sans collision),V13P01A
v14p01a,v14p01a,scène/cinématique (Visual),v14,,a,552,240,9,57,"10,60",0,BG (sans collision),V14P01A
v14p03a,v14p03a,scène/cinématique (Visual),v14,,a,792,240,1,0,60,0,BG (sans collision),V14P03A
v14p04a,v14p04a,scène/cinématique (Visual),v14,,a,792,240,1,0,60,0,BG (sans collision),V14P04A
v15p01a,v15p01a,scène/cinématique (Visual),v15,,a,312,888,1,0,60,0,BG (sans collision),V15P01A
v15p02a,v15p02a,scène/cinématique (Visual),v15,,a,720,240,3,14,"10,60",0,BG (sans collision),V15P02A
v15p03a,v15p03a,scène/cinématique (Visual),v15,,a,720,240,3,14,"10,60",0,BG (sans collision),V15P03A
v16p02a,v16p02a,scène/cinématique (Visual),v16,,a,312,240,6,820,"10,60",0,BG (sans collision),V16P02A
v17p01a,v17p01a,scène/cinématique (Visual),v17,,a,312,240,1,0,60,0,BG (sans collision),V17P01A
v17p02a,v17p02a,scène/cinématique (Visual),v17,,a,600,240,1,0,60,0,BG (sans collision),V17P02A
v17p03a,v17p03a,scène/cinématique (Visual),v17,,a,600,240,1,0,60,0,BG (sans collision),V17P03A
v19p01a,v19p01a,scène/cinématique (Visual),v19,,a,936,240,1,0,60,0,BG (sans collision),V19P01A
v19p02a,v19p02a,scène/cinématique (Visual),v19,,a,312,240,1,0,60,0,BG (sans collision),V19P02A
v19p03a,v19p03a,scène/cinématique (Visual),v19,,a,936,720,1,0,60,0,BG (sans collision),V19P03A
v19p04a,v19p04a,scène/cinématique (Visual),v19,,a,936,240,30,966,"10,60",0,BG (sans collision),V19P04A
v19p05a,v19p05a,scène/cinématique (Visual),v19,,a,312,240,1,0,60,0,BG (sans collision),V19P05A
v19p06a,v19p06a,scène/cinématique (Visual),v19,,a,936,480,1,0,60,0,BG (sans collision),V19P06A
v21p01a,v21p01a,scène/cinématique (Visual),v21,,a,264,192,1,0,60,0,BG (sans collision),V21P01A
v21p02a,v21p02a,scène/cinématique (Visual),v21,,a,312,240,28,1170,10,0,BG (sans collision),V21P02A
v21p02b,v21p02b,scène/cinématique (Visual),v21,,b,312,240,1,0,60,0,BG (sans collision),V21P02B
v22p01a,v22p01a,scène/cinématique (Visual),v22,,a,312,240,12,171,"10,60",0,BG (sans collision),V22P01A
v22p02a,v22p02a,scène/cinématique (Visual),v22,,a,408,240,12,371,"10,60",0,BG (sans collision),V22P02A
v22p03a,v22p03a,scène/cinématique (Visual),v22,,a,456,240,6,103,"10,60",0,BG (sans collision),V22P03A
v23p01a,v23p01a,scène/cinématique (Visual),v23,,a,312,744,1,0,60,0,BG (sans collision),V23P01A
v23p04a,v23p04a,scène/cinématique (Visual),v23,,a,312,240,4,43,"10,60",0,BG (sans collision),V23P04A
v23p05a,v23p05a,scène/cinématique (Visual),v23,,a,312,240,1,0,60,0,BG (sans collision),V23P05A
v24p01a,v24p01a,scène/cinématique (Visual),v24,,a,312,240,6,390,"10,60",0,BG (sans collision),V24P01A
v24p02a,v24p02a,scène/cinématique (Visual),v24,,a,312,240,4,372,"10,60",0,BG (sans collision),V24P02A
v24p03a,v24p03a,scène/cinématique (Visual),v24,,a,936,720,1,0,60,0,BG (sans collision),V24P03A
v24p04a,v24p04a,scène/cinématique (Visual),v24,,a,312,240,10,697,"10,60",0,BG (sans collision),V24P04A
v24p05a,v24p05a,scène/cinématique (Visual),v24,,a,936,1296,1,0,60,0,BG (sans collision),V24P05A
v24p06a,v24p06a,scène/cinématique (Visual),v24,,a,312,240,1,0,60,0,BG (sans collision),V24P06A
v24p07a,v24p07a,scène/cinématique (Visual),v24,,a,312,240,1,0,60,0,BG (sans collision),V24P07A
v24p08a,v24p08a,scène/cinématique (Visual),v24,,a,312,240,32,1169,"10,60",0,BG (sans collision),V24P08A
v24p09a,v24p09a,scène/cinématique (Visual),v24,,a,312,240,4,392,"10,60",0,BG (sans collision),V24P09A
v25p01a,v25p01a,scène/cinématique (Visual),v25,,a,312,240,1,0,60,0,BG (sans collision),V25P01A
v25p02a,v25p02a,scène/cinématique (Visual),v25,,a,312,240,1,0,60,0,BG (sans collision),V25P02A
v25p03a,v25p03a,scène/cinématique (Visual),v25,,a,312,240,2,1170,10,0,BG (sans collision),V25P03A
v25p04a,v25p04a,scène/cinématique (Visual),v25,,a,312,240,13,365,"10,60",0,BG (sans collision),V25P04A
v26p01a,v26p01a,scène/cinématique (Visual),v26,,a,312,240,27,396,"10,60",0,BG (sans collision),V26P01A
v26p02a,v26p02a,scène/cinématique (Visual),v26,,a,312,240,1,0,60,0,BG (sans collision),V26P02A
v26p03a,v26p03a,scène/cinématique (Visual),v26,,a,312,240,1,0,60,0,BG (sans collision),V26P03A
v26p04a,v26p04a,scène/cinématique (Visual),v26,,a,312,240,1,0,60,0,BG (sans collision),V26P04A
v26p05a,v26p05a,scène/cinématique (Visual),v26,,a,936,720,13,349,"10,60",0,BG (sans collision),V26P05A
v26p06a,v26p06a,scène/cinématique (Visual),v26,,a,312,240,6,70,"10,60",0,BG (sans collision),V26P06A
v26p07a,v26p07a,scène/cinématique (Visual),v26,,a,312,1320,1,0,60,0,BG (sans collision),V26P07A
v26p09a,v26p09a,scène/cinématique (Visual),v26,,a,312,240,3,253,"10,60",0,BG (sans collision),V26P09A
v26p10a,v26p10a,scène/cinématique (Visual),v26,,a,312,240,31,1170,10,0,BG (sans collision),V26P10A
v26p11a,v26p11a,scène/cinématique (Visual),v26,,a,312,240,1,0,60,0,BG (sans collision),V26P11A
v26p11a2,v26p11a2,scène/cinématique (Visual),v26,,a2,312,240,1,0,60,0,BG (sans collision),V26P11A2
v26p11a3,v26p11a3,scène/cinématique (Visual),v26,,a3,312,240,1,0,60,0,BG (sans collision),V26P11A3
v26p11a4,v26p11a4,scène/cinématique (Visual),v26,,a4,312,240,1,0,60,0,BG (sans collision),V26P11A4
v26p11a5,v26p11a5,scène/cinématique (Visual),v26,,a5,312,240,1,0,60,0,BG (sans collision),V26P11A5
v28p01a,v28p01a,scène/cinématique (Visual),v28,,a,312,240,1,0,60,0,BG (sans collision),V28P01A
v31p01a,v31p01a,scène/cinématique (Visual),v31,,a,312,240,1,0,60,0,BG (sans collision),V31P01A
v31p02a,v31p02a,scène/cinématique (Visual),v31,,a,480,384,1,0,60,0,BG (sans collision),V31P02A
v32p01a,v32p01a,scène/cinématique (Visual),v32,,a,384,192,3,6,"10,60",0,BG (sans collision),V32P01A
v33p01a,v33p01a,scène/cinématique (Visual),v33,,a,264,288,1,0,60,0,BG (sans collision),V33P01A
v34p01a,v34p01a,scène/cinématique (Visual),v34,,a,264,192,1,0,60,0,BG (sans collision),V34P01A
v37p01a,v37p01a,scène/cinématique (Visual),v37,,a,264,288,1,0,60,0,BG (sans collision),V37P01A
v37p02a,v37p02a,scène/cinématique (Visual),v37,,a,264,576,1,0,60,0,BG (sans collision),V37P02A
v37p03a,v37p03a,scène/cinématique (Visual),v37,,a,264,768,22,262,"10,60",0,BG (sans collision),V37P03A
v38p01a,v38p01a,scène/cinématique (Visual),v38,,a,432,192,1,0,60,0,BG (sans collision),V38P01A
v38p02a,v38p02a,scène/cinématique (Visual),v38,,a,288,192,1,0,60,0,BG (sans collision),V38P02A
v38p03a,v38p03a,scène/cinématique (Visual),v38,,a,792,432,1,0,60,0,BG (sans collision),V38P03A
v38p04a,v38p04a,scène/cinématique (Visual),v38,,a,312,240,1,0,60,0,BG (sans collision),V38P04A
v38p05a,v38p05a,scène/cinématique (Visual),v38,,a,264,216,1,0,60,0,BG (sans collision),V38P05A
v38p06a,v38p06a,scène/cinématique (Visual),v38,,a,264,216,31,891,10,0,BG (sans collision),V38P06A
v38p06c,v38p06c,scène/cinématique (Visual),v38,,c,264,216,18,27,"10,60",0,BG (sans collision),V38P06C
v38p06d,v38p06d,scène/cinématique (Visual),v38,,d,264,192,13,8,"10,60",0,BG (sans collision),V38P06D
v38p07a,v38p07a,scène/cinématique (Visual),v38,,a,264,408,1,0,60,0,BG (sans collision),V38P07A
v38p08a,v38p08a,scène/cinématique (Visual),v38,,a,264,600,1,0,60,0,BG (sans collision),V38P08A
v38p09a,v38p09a,scène/cinématique (Visual),v38,,a,264,216,28,11,"10,60",0,BG (sans collision),V38P09A
v38p10a,v38p10a,scène/cinématique (Visual),v38,,a,480,624,1,0,60,0,BG (sans collision),V38P10A
v38p11a,v38p11a,scène/cinématique (Visual),v38,,a,480,240,1,0,60,0,BG (sans collision),V38P11A
